codigoNacional;idEquipo;idPista;momento;ts;td;tMin12Horas;tMax12Horas;tMin24Horas;tMax24Horas;horaTMin12Horas;horaTMax12Horas;horaTMin24Horas;horaTMax24Horas;ts02;ts10;ts30;momentoRegistro;tsMed15m;tsMax15m;tsMin15m;tsSupMax15m;tsSupMed15m;tsSupMin15m;tMin1M;tMax1M
330075;0;;2023-04-08 08:00:00;13.6;-8.2;;;;;;;;;;;;2023-04-08 08:20:27;;13.6;13.2;;;;;
330075;0;;2023-04-08 08:20:00;13.6;-8.5;;;;;;;;;;;;2023-04-08 09:20:23;;14.3;13.4;;;;;
330075;0;;2023-04-08 08:40:00;13.1;-8.5;;;;;;;;;;;;2023-04-08 09:20:23;;13.7;12.9;;;;;
330075;0;;2023-04-08 09:00:00;12.8;-8.8;;;;;;;;;;;;2023-04-08 09:20:23;;13.4;12.7;;;;;
330075;0;;2023-04-08 09:20:00;12.8;-9.1;;;;;;;;;;;;2023-04-08 10:35:23;;13.0;12.6;;;;;
330075;0;;2023-04-08 09:40:00;12.9;-9.3;;;;;;;;;;;;2023-04-08 10:35:23;;13.3;12.8;;;;;
330075;0;;2023-04-08 10:00:00;12.8;-9.1;;;;;;;;;;;;2023-04-08 10:35:23;;13.2;12.6;;;;;
330075;0;;2023-04-08 10:20:00;12.9;-9.5;;;;;;;;;;;;2023-04-08 11:35:23;;13.1;12.6;;;;;
330075;0;;2023-04-08 10:40:00;13.0;-9.9;;;;;;;;;;;;2023-04-08 11:35:23;;13.6;12.8;;;;;
330075;0;;2023-04-08 11:00:00;13.0;-9.9;;;;;;;;;;;;2023-04-08 11:35:23;;13.7;13.0;;;;;
330075;0;;2023-04-08 11:20:00;13.9;-9.8;;;;;;;;;;;;2023-04-08 12:20:25;;13.9;13.0;;;;;
330075;0;;2023-04-08 11:40:00;13.9;-9.5;;;;;;;;;;;;2023-04-08 12:20:25;;14.3;13.6;;;;;
330075;0;;2023-04-08 12:00:00;13.7;-9.4;;;;;;;;;;;;2023-04-08 12:20:25;;14.1;13.5;;;;;
330075;0;;2023-04-08 12:20:00;15.4;-8.4;;;;;;;;;;;;2023-04-08 13:20:24;;15.5;13.4;;;;;
330075;0;;2023-04-08 12:40:00;17.8;-8.2;;;;;;;;;;;;2023-04-08 13:20:24;;17.9;15.4;;;;;
330075;0;;2023-04-08 13:00:00;20.0;-7.5;;;;;;;;;;;;2023-04-08 13:20:24;;20.1;17.9;;;;;
330075;0;;2023-04-08 13:20:00;22.4;-5.8;;;;;;;;;;;;2023-04-08 14:20:24;;22.5;19.9;;;;;
330075;0;;2023-04-08 13:40:00;23.2;-5.6;;;;;;;;;;;;2023-04-08 14:20:24;;23.2;22.2;;;;;
330075;0;;2023-04-08 14:00:00;24.9;-4.5;;;;;;;;;;;;2023-04-08 14:20:24;;25.1;23.1;;;;;
330075;0;;2023-04-08 14:20:00;25.4;-4.4;;;;;;;;;;;;2023-04-08 15:45:03;;25.8;24.8;;;;;
330075;0;;2023-04-08 14:40:00;26.6;-5.5;;;;;;;;;;;;2023-04-08 15:45:03;;26.7;25.2;;;;;
330075;0;;2023-04-08 15:00:00;27.2;-3.5;;;;;;;;;;;;2023-04-08 15:45:03;;27.3;26.3;;;;;
330075;0;;2023-04-08 15:20:00;27.3;-1.8;;;;;;;;;;;;2023-04-08 16:20:24;;27.4;26.7;;;;;
330075;0;;2023-04-08 15:40:00;28.2;-4.3;;;;;;;;;;;;2023-04-08 16:20:24;;28.2;27.0;;;;;
330075;0;;2023-04-08 16:00:00;28.7;-3.0;;;;;;;;;;;;2023-04-08 16:20:24;;28.9;28.1;;;;;
330075;0;;2023-04-08 16:20:00;29.0;-2.4;;;;;;;;;;;;2023-04-08 17:20:24;;29.4;28.7;;;;;
330075;0;;2023-04-08 16:40:00;29.4;-1.7;;;;;;;;;;;;2023-04-08 17:20:24;;29.9;29.0;;;;;
330075;0;;2023-04-08 17:00:00;29.9;-2.0;;;;;;;;;;;;2023-04-08 17:20:24;;30.5;29.4;;;;;
330075;0;;2023-04-08 17:20:00;30.3;-1.1;;;;;;;;;;;;2023-04-08 18:20:24;;30.5;29.4;;;;;
330075;0;;2023-04-08 17:40:00;30.4;-0.6;;;;;;;;;;;;2023-04-08 18:20:24;;30.8;30.1;;;;;
330075;0;;2023-04-08 18:00:00;30.7;-0.1;;;;;;;;;;;;2023-04-08 18:20:24;;31.0;29.9;;;;;
330075;0;;2023-04-08 18:20:00;30.4;-0.2;;;;;;;;;;;;2023-04-08 19:35:22;;31.3;30.3;;;;;
330075;0;;2023-04-08 18:40:00;31.2;0.2;;;;;;;;;;;;2023-04-08 19:35:22;;31.2;30.2;;;;;
330075;0;;2023-04-08 19:00:00;30.7;-0.1;;;;;;;;;;;;2023-04-08 19:35:22;;31.1;30.4;;;;;
330075;0;;2023-04-08 19:20:00;30.1;-0.9;;;;;;;;;;;;2023-04-08 20:20:24;;30.8;30.1;;;;;
330075;0;;2023-04-08 19:40:00;30.5;0.1;;;;;;;;;;;;2023-04-08 20:20:24;;31.1;29.9;;;;;
330075;0;;2023-04-08 20:00:00;29.9;-0.3;;;;;;;;;;;;2023-04-08 20:20:24;;30.8;29.8;;;;;
330075;0;;2023-04-08 20:20:00;29.1;-0.1;;;;;;;;;;;;2023-04-08 21:20:23;;30.3;29.0;;;;;
330075;0;;2023-04-08 20:40:00;28.6;-0.8;;;;;;;;;;;;2023-04-08 21:20:23;;29.2;28.6;;;;;
330075;0;;2023-04-08 21:00:00;27.9;-1.8;;;;;;;;;;;;2023-04-08 21:20:23;;28.8;27.9;;;;;
330075;0;;2023-04-08 21:20:00;27.2;0.2;;;;;;;;;;;;2023-04-08 22:35:21;;28.1;27.2;;;;;
330075;0;;2023-04-08 21:40:00;26.2;1.7;;;;;;;;;;;;2023-04-08 22:35:21;;27.5;26.2;;;;;
330075;0;;2023-04-08 22:00:00;25.1;-0.5;;;;;;;;;;;;2023-04-08 22:35:21;;26.4;25.1;;;;;
330075;0;;2023-04-08 22:20:00;23.4;0.7;;;;;;;;;;;;2023-04-08 23:20:25;;25.4;23.4;;;;;
330075;0;;2023-04-08 22:40:00;21.2;0.0;;;;;;;;;;;;2023-04-08 23:20:25;;23.4;21.2;;;;;
330075;0;;2023-04-08 23:00:00;19.3;0.3;;;;;;;;;;;;2023-04-08 23:20:25;;21.4;19.3;;;;;
330075;0;;2023-04-08 23:20:00;19.4;-0.3;;;;;;;;;;;;2023-04-09 00:20:23;;19.6;19.2;;;;;
330075;0;;2023-04-08 23:40:00;18.3;-0.8;;;;;;;;;;;;2023-04-09 00:20:23;;19.4;18.3;;;;;
330075;0;;2023-04-09 00:00:00;17.8;-0.7;;;;;;;;;;;;2023-04-09 00:20:23;;18.5;17.7;;;;;
330075;0;;2023-04-09 00:20:00;17.1;-0.8;;;;;;;;;;;;2023-04-09 01:45:02;;17.9;17.1;;;;;
330075;0;;2023-04-09 00:40:00;17.2;-0.9;;;;;;;;;;;;2023-04-09 01:45:02;;17.7;17.0;;;;;
330075;0;;2023-04-09 01:00:00;16.4;-1.1;;;;;;;;;;;;2023-04-09 01:45:02;;17.2;16.4;;;;;
330075;0;;2023-04-09 01:20:00;15.5;-1.4;;;;;;;;;;;;2023-04-09 02:20:26;;16.6;15.5;;;;;
330075;0;;2023-04-09 01:40:00;15.2;-1.5;;;;;;;;;;;;2023-04-09 02:20:26;;15.9;15.1;;;;;
330075;0;;2023-04-09 02:00:00;14.9;-1.5;;;;;;;;;;;;2023-04-09 02:20:26;;15.6;14.7;;;;;
330075;0;;2023-04-09 02:20:00;14.6;-1.7;;;;;;;;;;;;2023-04-09 03:35:23;;14.8;14.4;;;;;
330075;0;;2023-04-09 02:40:00;14.4;-1.9;;;;;;;;;;;;2023-04-09 03:35:23;;14.8;14.4;;;;;
330075;0;;2023-04-09 03:00:00;14.6;-2.2;;;;;;;;;;;;2023-04-09 03:35:23;;14.9;14.3;;;;;
330075;0;;2023-04-09 03:20:00;14.7;-2.2;;;;;;;;;;;;2023-04-09 04:45:03;;15.0;14.6;;;;;
330075;0;;2023-04-09 03:40:00;14.7;-2.4;;;;;;;;;;;;2023-04-09 04:45:03;;15.2;14.5;;;;;
330075;0;;2023-04-09 04:00:00;14.0;-2.9;;;;;;;;;;;;2023-04-09 04:45:03;;14.8;13.9;;;;;
330075;0;;2023-04-09 04:20:00;13.9;-3.0;;;;;;;;;;;;2023-04-09 05:20:23;;14.4;13.9;;;;;
330075;0;;2023-04-09 04:40:00;13.6;-2.9;;;;;;;;;;;;2023-04-09 05:20:23;;14.1;13.5;;;;;
330075;0;;2023-04-09 05:00:00;13.6;-3.1;;;;;;;;;;;;2023-04-09 05:20:23;;14.0;13.5;;;;;
330075;0;;2023-04-09 05:20:00;13.5;-3.0;;;;;;;;;;;;2023-04-09 06:20:23;;13.9;13.3;;;;;
330075;0;;2023-04-09 05:40:00;12.9;-3.1;;;;;;;;;;;;2023-04-09 06:20:23;;13.7;12.8;;;;;
330075;0;;2023-04-09 06:00:00;13.2;-3.5;;;;;;;;;;;;2023-04-09 06:20:23;;13.6;12.7;;;;;
330075;0;;2023-04-09 06:20:00;12.7;-3.8;;;;;;;;;;;;2023-04-09 07:20:26;;13.5;12.7;;;;;
330075;0;;2023-04-09 06:40:00;12.7;-4.0;;;;;;;;;;;;2023-04-09 07:20:26;;13.1;12.7;;;;;
330075;0;;2023-04-09 07:00:00;12.5;-3.9;;;;;;;;;;;;2023-04-09 07:20:26;;12.9;12.1;;;;;
330075;0;;2023-04-09 07:20:00;12.2;-4.4;;;;;;;;;;;;2023-04-09 08:20:24;;12.5;12.0;;;;;
330075;0;;2023-04-09 07:40:00;12.5;-4.6;;;;;;;;;;;;2023-04-09 08:20:24;;12.7;12.2;;;;;
330075;0;;2023-04-09 08:00:00;12.4;-4.7;;;;;;;;;;;;2023-04-09 08:20:24;;12.6;12.0;;;;;
330075;0;;2023-04-09 08:20:00;12.3;-4.9;;;;;;;;;;;;2023-04-09 09:20:24;;12.6;12.1;;;;;
330075;0;;2023-04-09 08:40:00;11.6;-5.4;;;;;;;;;;;;2023-04-09 09:20:24;;12.3;11.4;;;;;
330075;0;;2023-04-09 09:00:00;11.9;-5.9;;;;;;;;;;;;2023-04-09 09:20:24;;11.9;11.5;;;;;
330075;0;;2023-04-09 09:20:00;12.0;-6.1;;;;;;;;;;;;2023-04-09 10:35:24;;12.1;11.4;;;;;
330075;0;;2023-04-09 09:40:00;11.9;-6.0;;;;;;;;;;;;2023-04-09 10:35:24;;12.1;11.5;;;;;
330075;0;;2023-04-09 10:00:00;11.6;-6.4;;;;;;;;;;;;2023-04-09 10:35:24;;12.0;11.3;;;;;
330075;0;;2023-04-09 10:20:00;11.5;-6.8;;;;;;;;;;;;2023-04-09 11:20:31;;11.8;11.3;;;;;
330075;0;;2023-04-09 10:40:00;11.6;-6.9;;;;;;;;;;;;2023-04-09 11:20:31;;11.9;11.3;;;;;
330075;0;;2023-04-09 11:00:00;11.9;-6.7;;;;;;;;;;;;2023-04-09 11:20:31;;12.3;11.4;;;;;
330075;0;;2023-04-09 11:20:00;11.7;-6.7;;;;;;;;;;;;2023-04-09 12:20:28;;12.1;11.5;;;;;
330075;0;;2023-04-09 11:40:00;11.9;-6.0;;;;;;;;;;;;2023-04-09 12:20:28;;11.9;11.4;;;;;
330075;0;;2023-04-09 12:00:00;11.7;-5.6;;;;;;;;;;;;2023-04-09 12:20:28;;12.1;11.5;;;;;
330075;0;;2023-04-09 12:20:00;13.7;-4.9;;;;;;;;;;;;2023-04-09 13:20:26;;13.7;11.6;;;;;
330075;0;;2023-04-09 12:40:00;15.3;-4.6;;;;;;;;;;;;2023-04-09 13:20:26;;15.3;13.4;;;;;
330075;0;;2023-04-09 13:00:00;17.9;-3.7;;;;;;;;;;;;2023-04-09 13:20:26;;17.9;15.2;;;;;
330075;0;;2023-04-09 13:20:00;20.1;-3.0;;;;;;;;;;;;2023-04-09 14:45:03;;20.1;17.8;;;;;
330075;0;;2023-04-09 13:40:00;21.5;-0.5;;;;;;;;;;;;2023-04-09 14:45:03;;21.5;20.0;;;;;
330075;0;;2023-04-09 14:00:00;22.8;-0.1;;;;;;;;;;;;2023-04-09 14:45:03;;23.1;21.4;;;;;
330075;0;;2023-04-09 14:20:00;23.4;1.1;;;;;;;;;;;;2023-04-09 15:35:22;;23.7;22.9;;;;;
330075;0;;2023-04-09 14:40:00;24.3;1.4;;;;;;;;;;;;2023-04-09 15:35:22;;24.4;23.2;;;;;
330075;0;;2023-04-09 15:00:00;24.7;0.8;;;;;;;;;;;;2023-04-09 15:35:22;;25.2;24.3;;;;;
330075;0;;2023-04-09 15:20:00;25.5;1.1;;;;;;;;;;;;2023-04-09 16:35:26;;25.8;24.6;;;;;
330075;0;;2023-04-09 15:40:00;26.2;1.8;;;;;;;;;;;;2023-04-09 16:35:26;;26.6;25.1;;;;;
330075;0;;2023-04-09 16:00:00;26.7;1.5;;;;;;;;;;;;2023-04-09 16:35:26;;26.9;26.1;;;;;
330075;0;;2023-04-09 16:20:00;27.2;2.7;;;;;;;;;;;;2023-04-09 17:20:26;;27.6;26.1;;;;;
330075;0;;2023-04-09 16:40:00;27.0;2.2;;;;;;;;;;;;2023-04-09 17:20:26;;27.9;26.9;;;;;
330075;0;;2023-04-09 17:00:00;27.7;2.9;;;;;;;;;;;;2023-04-09 17:20:26;;28.3;27.0;;;;;
330075;0;;2023-04-09 17:20:00;28.2;3.2;;;;;;;;;;;;2023-04-09 18:20:27;;28.4;27.3;;;;;
330075;0;;2023-04-09 17:40:00;28.8;2.8;;;;;;;;;;;;2023-04-09 18:20:27;;29.1;28.0;;;;;
330075;0;;2023-04-09 18:00:00;28.7;2.5;;;;;;;;;;;;2023-04-09 18:20:27;;29.2;28.5;;;;;
330075;0;;2023-04-09 18:20:00;29.0;2.4;;;;;;;;;;;;2023-04-09 19:20:25;;29.7;28.6;;;;;
330075;0;;2023-04-09 18:40:00;29.3;2.5;;;;;;;;;;;;2023-04-09 19:20:25;;29.4;28.7;;;;;
330075;0;;2023-04-09 19:00:00;29.4;2.2;;;;;;;;;;;;2023-04-09 19:20:25;;29.6;28.9;;;;;
330075;0;;2023-04-09 19:20:00;29.4;1.4;;;;;;;;;;;;2023-04-09 20:20:29;;29.4;28.8;;;;;
330075;0;;2023-04-09 19:40:00;29.6;1.1;;;;;;;;;;;;2023-04-09 20:20:29;;29.7;29.1;;;;;
330075;0;;2023-04-09 20:00:00;28.8;1.2;;;;;;;;;;;;2023-04-09 20:20:29;;29.8;28.6;;;;;
330075;0;;2023-04-09 20:20:00;27.8;1.0;;;;;;;;;;;;2023-04-09 21:20:27;;29.0;27.7;;;;;
330075;0;;2023-04-09 20:40:00;27.2;0.7;;;;;;;;;;;;2023-04-09 21:20:27;;28.0;27.2;;;;;
330075;0;;2023-04-09 21:00:00;27.1;0.9;;;;;;;;;;;;2023-04-09 21:20:27;;27.4;26.9;;;;;
330075;0;;2023-04-09 21:20:00;26.6;0.7;;;;;;;;;;;;2023-04-09 22:20:26;;27.2;26.4;;;;;
330075;0;;2023-04-09 21:40:00;25.7;0.9;;;;;;;;;;;;2023-04-09 22:20:26;;26.7;25.6;;;;;
330075;0;;2023-04-09 22:00:00;24.5;0.5;;;;;;;;;;;;2023-04-09 22:20:26;;25.7;24.3;;;;;
330075;0;;2023-04-09 22:20:00;21.9;-0.5;;;;;;;;;;;;2023-04-09 23:35:32;;24.4;21.9;;;;;
330075;0;;2023-04-09 22:40:00;20.2;-0.9;;;;;;;;;;;;2023-04-09 23:35:32;;22.1;20.1;;;;;
330075;0;;2023-04-09 23:00:00;19.4;-0.7;;;;;;;;;;;;2023-04-09 23:35:32;;20.3;19.2;;;;;
330075;0;;2023-04-09 23:20:00;18.7;-0.8;;;;;;;;;;;;2023-04-10 00:20:28;;19.8;18.7;;;;;
330075;0;;2023-04-09 23:40:00;17.8;-0.6;;;;;;;;;;;;2023-04-10 00:20:28;;18.9;17.6;;;;;
330075;0;;2023-04-10 00:00:00;17.4;-0.7;;;;;;;;;;;;2023-04-10 00:20:28;;17.9;17.3;;;;;
330075;0;;2023-04-10 00:20:00;17.1;-0.9;;;;;;;;;;;;2023-04-10 01:20:24;;17.6;16.9;;;;;
330075;0;;2023-04-10 00:40:00;16.2;-1.0;;;;;;;;;;;;2023-04-10 01:20:24;;17.0;16.1;;;;;
330075;0;;2023-04-10 01:00:00;16.3;-1.2;;;;;;;;;;;;2023-04-10 01:20:24;;16.6;16.1;;;;;
330075;0;;2023-04-10 01:20:00;16.1;-1.4;;;;;;;;;;;;2023-04-10 02:35:20;;16.5;15.8;;;;;
330075;0;;2023-04-10 01:40:00;15.5;-1.4;;;;;;;;;;;;2023-04-10 02:35:20;;16.5;15.4;;;;;
330075;0;;2023-04-10 02:00:00;15.5;-1.3;;;;;;;;;;;;2023-04-10 02:35:20;;15.8;15.1;;;;;
330075;0;;2023-04-10 02:20:00;14.9;-1.4;;;;;;;;;;;;2023-04-10 03:35:22;;15.5;14.7;;;;;
330075;0;;2023-04-10 02:40:00;15.0;-1.5;;;;;;;;;;;;2023-04-10 03:35:22;;15.1;14.7;;;;;
330075;0;;2023-04-10 03:00:00;14.4;-1.9;;;;;;;;;;;;2023-04-10 03:35:22;;15.2;14.4;;;;;
330075;0;;2023-04-10 03:20:00;14.2;-2.1;;;;;;;;;;;;2023-04-10 04:20:24;;14.6;14.1;;;;;
330075;0;;2023-04-10 03:40:00;13.9;-2.0;;;;;;;;;;;;2023-04-10 04:20:24;;14.4;13.7;;;;;
330075;0;;2023-04-10 04:00:00;13.8;-2.5;;;;;;;;;;;;2023-04-10 04:20:24;;14.1;13.6;;;;;
330075;0;;2023-04-10 04:20:00;13.9;-2.7;;;;;;;;;;;;2023-04-10 05:20:26;;14.0;13.7;;;;;
330075;0;;2023-04-10 04:40:00;14.2;-3.1;;;;;;;;;;;;2023-04-10 05:20:26;;14.6;13.8;;;;;
330075;0;;2023-04-10 05:00:00;13.6;-3.4;;;;;;;;;;;;2023-04-10 05:20:26;;14.2;13.4;;;;;
330075;0;;2023-04-10 05:20:00;13.6;-3.4;;;;;;;;;;;;2023-04-10 06:20:22;;14.0;13.4;;;;;
330075;0;;2023-04-10 05:40:00;13.0;-3.6;;;;;;;;;;;;2023-04-10 06:20:22;;13.6;12.9;;;;;
330075;0;;2023-04-10 06:00:00;12.9;-3.7;;;;;;;;;;;;2023-04-10 06:20:22;;13.5;12.8;;;;;
330075;0;;2023-04-10 06:20:00;11.8;-4.0;;;;;;;;;;;;2023-04-10 07:20:25;;13.2;11.8;;;;;
330075;0;;2023-04-10 06:40:00;12.7;-4.4;;;;;;;;;;;;2023-04-10 07:20:25;;13.1;11.8;;;;;
330075;0;;2023-04-10 07:00:00;11.8;-4.3;;;;;;;;;;;;2023-04-10 07:20:25;;12.9;11.4;;;;;
330075;0;;2023-04-10 07:20:00;12.8;-5.1;;;;;;;;;;;;2023-04-10 08:35:23;;13.1;11.9;;;;;
330075;0;;2023-04-10 07:40:00;12.5;-5.5;;;;;;;;;;;;2023-04-10 08:35:23;;13.0;12.0;;;;;
330075;0;;2023-04-10 08:00:00;12.6;-5.4;;;;;;;;;;;;2023-04-10 08:35:23;;12.9;12.3;;;;;
330075;0;;2023-04-10 08:20:00;12.6;-5.9;;;;;;;;;;;;2023-04-10 09:20:24;;12.9;12.4;;;;;
330075;0;;2023-04-10 08:40:00;12.6;-6.4;;;;;;;;;;;;2023-04-10 09:20:24;;13.4;12.5;;;;;
330075;0;;2023-04-10 09:00:00;12.4;-6.3;;;;;;;;;;;;2023-04-10 09:20:24;;12.8;12.1;;;;;
330075;0;;2023-04-10 09:20:00;10.9;-4.7;;;;;;;;;;;;2023-04-10 10:45:03;;12.6;10.8;;;;;
330075;0;;2023-04-10 09:40:00;11.7;-6.0;;;;;;;;;;;;2023-04-10 10:45:03;;12.6;10.5;;;;;
330075;0;;2023-04-10 10:00:00;11.8;-6.8;;;;;;;;;;;;2023-04-10 10:45:03;;12.6;11.5;;;;;
330075;0;;2023-04-10 10:20:00;11.2;-6.0;;;;;;;;;;;;2023-04-10 11:50:26;;12.9;11.1;;;;;
330075;0;;2023-04-10 10:40:00;9.8;-6.2;;;;;;;;;;;;2023-04-10 11:50:26;;11.1;9.8;;;;;
330075;0;;2023-04-10 11:00:00;9.9;-6.3;;;;;;;;;;;;2023-04-10 11:50:26;;11.1;9.7;;;;;
330075;0;;2023-04-10 11:20:00;11.4;-7.2;;;;;;;;;;;;2023-04-10 12:20:27;;11.5;9.7;;;;;
330075;0;;2023-04-10 11:40:00;12.0;-7.6;;;;;;;;;;;;2023-04-10 12:20:27;;12.1;11.3;;;;;
330075;0;;2023-04-10 12:00:00;12.6;-7.8;;;;;;;;;;;;2023-04-10 12:20:27;;12.8;11.8;;;;;
330075;0;;2023-04-10 12:20:00;14.7;-7.6;;;;;;;;;;;;2023-04-10 13:35:22;;14.7;12.7;;;;;
330075;0;;2023-04-10 12:40:00;16.7;-6.2;;;;;;;;;;;;2023-04-10 13:35:22;;17.2;14.7;;;;;
330075;0;;2023-04-10 13:00:00;18.4;-5.9;;;;;;;;;;;;2023-04-10 13:35:22;;18.6;16.7;;;;;
330075;0;;2023-04-10 13:20:00;20.9;-3.7;;;;;;;;;;;;2023-04-10 14:20:23;;21.0;18.5;;;;;
330075;0;;2023-04-10 13:40:00;23.8;-2.2;;;;;;;;;;;;2023-04-10 14:20:23;;23.9;20.9;;;;;
330075;0;;2023-04-10 14:00:00;24.3;-1.3;;;;;;;;;;;;2023-04-10 14:20:23;;24.4;23.3;;;;;
330075;0;;2023-04-10 14:20:00;24.2;0.5;;;;;;;;;;;;2023-04-10 15:20:23;;24.4;23.9;;;;;
330075;0;;2023-04-10 14:40:00;24.8;1.0;;;;;;;;;;;;2023-04-10 15:20:23;;24.8;23.8;;;;;
330075;0;;2023-04-10 15:00:00;25.3;1.0;;;;;;;;;;;;2023-04-10 15:20:23;;25.3;24.4;;;;;
330075;0;;2023-04-10 15:20:00;26.6;1.2;;;;;;;;;;;;2023-04-10 17:05:19;;27.0;25.1;;;;;
330075;0;;2023-04-10 15:40:00;26.8;1.4;;;;;;;;;;;;2023-04-10 17:05:19;;26.9;25.9;;;;;
330075;0;;2023-04-10 16:00:00;27.4;0.4;;;;;;;;;;;;2023-04-10 17:05:19;;27.7;26.6;;;;;
330075;0;;2023-04-10 16:20:00;28.3;1.2;;;;;;;;;;;;2023-04-10 17:35:23;;28.4;27.1;;;;;
330075;0;;2023-04-10 16:40:00;28.7;0.4;;;;;;;;;;;;2023-04-10 17:35:23;;28.8;27.6;;;;;
330075;0;;2023-04-10 17:00:00;29.4;2.1;;;;;;;;;;;;2023-04-10 17:35:23;;29.4;28.7;;;;;
330075;0;;2023-04-10 17:20:00;29.1;2.6;;;;;;;;;;;;2023-04-10 18:35:22;;29.6;28.9;;;;;
330075;0;;2023-04-10 17:40:00;29.6;2.7;;;;;;;;;;;;2023-04-10 18:35:22;;29.8;28.7;;;;;
330075;0;;2023-04-10 18:00:00;29.4;1.9;;;;;;;;;;;;2023-04-10 18:35:22;;30.0;29.3;;;;;
330075;0;;2023-04-10 18:20:00;30.1;1.8;;;;;;;;;;;;2023-04-10 19:20:23;;30.4;29.1;;;;;
330075;0;;2023-04-10 18:40:00;29.8;1.6;;;;;;;;;;;;2023-04-10 19:20:23;;30.6;29.8;;;;;
330075;0;;2023-04-10 19:00:00;29.6;2.0;;;;;;;;;;;;2023-04-10 19:20:23;;30.3;29.4;;;;;
330075;0;;2023-04-10 19:20:00;29.9;1.6;;;;;;;;;;;;2023-04-10 20:35:22;;30.2;29.3;;;;;
330075;0;;2023-04-10 19:40:00;29.6;0.8;;;;;;;;;;;;2023-04-10 20:35:22;;30.2;29.3;;;;;
330075;0;;2023-04-10 20:00:00;29.0;0.5;;;;;;;;;;;;2023-04-10 20:35:22;;30.0;28.9;;;;;
330075;0;;2023-04-10 20:20:00;28.2;0.8;;;;;;;;;;;;2023-04-10 21:35:21;;29.1;28.1;;;;;
330075;0;;2023-04-10 20:40:00;27.9;1.2;;;;;;;;;;;;2023-04-10 21:35:21;;28.3;27.7;;;;;
330075;0;;2023-04-10 21:00:00;27.0;1.4;;;;;;;;;;;;2023-04-10 21:35:21;;27.8;27.0;;;;;
330075;0;;2023-04-10 21:20:00;26.0;2.2;;;;;;;;;;;;2023-04-10 22:30:08;;27.3;25.9;;;;;
330075;0;;2023-04-10 21:40:00;24.5;1.8;;;;;;;;;;;;2023-04-10 22:30:08;;26.0;24.5;;;;;
330075;0;;2023-04-10 22:00:00;22.9;1.9;;;;;;;;;;;;2023-04-10 22:30:08;;24.7;22.9;;;;;
330075;0;;2023-04-10 22:20:00;21.2;1.9;;;;;;;;;;;;2023-04-10 23:20:25;;23.1;21.0;;;;;
330075;0;;2023-04-10 22:40:00;19.3;1.7;;;;;;;;;;;;2023-04-10 23:20:25;;21.1;19.1;;;;;
330075;0;;2023-04-10 23:00:00;18.1;0.5;;;;;;;;;;;;2023-04-10 23:20:25;;19.3;18.1;;;;;
330075;0;;2023-04-10 23:20:00;18.6;0.9;;;;;;;;;;;;2023-04-11 00:20:21;;18.7;18.0;;;;;
330075;0;;2023-04-10 23:40:00;18.0;0.7;;;;;;;;;;;;2023-04-11 00:20:21;;18.6;17.9;;;;;
330075;0;;2023-04-11 00:00:00;17.5;0.7;;;;;;;;;;;;2023-04-11 00:20:21;;18.1;17.3;;;;;
330075;0;;2023-04-11 00:20:00;17.2;0.4;;;;;;;;;;;;2023-04-11 01:20:25;;17.6;17.1;;;;;
330075;0;;2023-04-11 00:40:00;16.2;0.2;;;;;;;;;;;;2023-04-11 01:20:25;;17.4;16.0;;;;;
330075;0;;2023-04-11 01:00:00;15.4;-0.3;;;;;;;;;;;;2023-04-11 01:20:25;;16.2;15.4;;;;;
330075;0;;2023-04-11 01:20:00;15.1;-0.3;;;;;;;;;;;;2023-04-11 02:20:23;;15.7;15.1;;;;;
330075;0;;2023-04-11 01:40:00;15.0;-0.7;;;;;;;;;;;;2023-04-11 02:20:23;;15.6;14.9;;;;;
330075;0;;2023-04-11 02:00:00;14.8;-0.9;;;;;;;;;;;;2023-04-11 02:20:23;;15.2;14.8;;;;;
330075;0;;2023-04-11 02:20:00;14.8;-0.9;;;;;;;;;;;;2023-04-11 03:20:34;;14.9;14.5;;;;;
330075;0;;2023-04-11 02:40:00;14.4;-1.3;;;;;;;;;;;;2023-04-11 03:20:34;;14.9;14.4;;;;;
330075;0;;2023-04-11 03:00:00;14.2;-1.7;;;;;;;;;;;;2023-04-11 03:20:34;;14.6;14.0;;;;;
330075;0;;2023-04-11 03:20:00;14.5;-1.6;;;;;;;;;;;;2023-04-11 04:20:26;;15.0;14.2;;;;;
330075;0;;2023-04-11 03:40:00;13.9;-1.8;;;;;;;;;;;;2023-04-11 04:20:26;;14.6;13.9;;;;;
330075;0;;2023-04-11 04:00:00;13.6;-1.9;;;;;;;;;;;;2023-04-11 04:20:26;;14.2;13.4;;;;;
330075;0;;2023-04-11 04:20:00;13.2;-2.1;;;;;;;;;;;;2023-04-11 05:20:24;;13.6;13.1;;;;;
330075;0;;2023-04-11 04:40:00;12.8;-2.5;;;;;;;;;;;;2023-04-11 05:20:24;;13.2;12.8;;;;;
330075;0;;2023-04-11 05:00:00;12.6;-2.7;;;;;;;;;;;;2023-04-11 05:20:24;;13.1;12.6;;;;;
330075;0;;2023-04-11 05:20:00;12.5;-3.0;;;;;;;;;;;;2023-04-11 06:20:22;;13.0;12.5;;;;;
330075;0;;2023-04-11 05:40:00;13.0;-2.8;;;;;;;;;;;;2023-04-11 06:20:22;;13.1;12.6;;;;;
